capacity_percent,customers_targeted,campaign_spend,within_budget,average_calibrated_risk,expected_churners,assumed_save_rate_percent,break_even_save_rate_percent,expected_saved_customers,value_per_saved_customer,scenario_retained_value,scenario_net_value,scenario_roi
5,9710,291300.0,True,0.7253,7042.7,10.0,1.13,704.3,3646.15,2567888.22,2276588.22,7.8153
